code difference 
1470318 3.100867
1471208 3.049083
1472098 3.088574
1472988 3.101132
1473878 3.088392
1474768 3.078771
1475658 3.086176
1476548 3.103575
1477438 3.092277
1478328 3.093290
1479218 3.073662
1480108 3.066200
1480998 3.086602
1481888 3.095278
1482778 3.115998
1483668 3.105303
1484558 3.080185
1485448 3.063304
1486338 3.079519
1487228 3.085480
1488118 3.104768
1489008 3.096301
1489898 3.081950
1490788 3.082793
1491678 3.126116
1492568 3.153440
1493458 3.083501
1494348 3.119657
1495238 3.119959
1496128 3.117427
1497018 3.108044
1497908 3.082872
1498798 3.122332
1499688 3.141078
1500578 3.076717
1501468 3.123175
1502358 3.157000
1503248 3.145824
1504138 3.106333
1505028 3.110915
1505918 3.133622
1506808 3.157343
1507698 3.145143
1508588 3.131142
1509478 3.127012
1510368 3.134713
1511258 3.108045
1512148 3.147113
1513038 3.134768
1513928 3.112407
1514818 3.108840
1515708 3.163416
1516598 3.128093
1517488 3.111506
1518378 3.097134
1519268 3.144907
1520158 3.181777
1521048 3.158881
1521938 3.142403
1522828 3.139157
1523718 3.149007
1525498 3.132328
1526388 3.115787
1527278 3.162523
1528168 3.137410
1529058 3.170567
1529948 3.147410
1530838 3.126021
1531728 3.154909
1532618 3.165594
1533508 3.170246
1534398 3.160187
1535288 3.157189
1536178 3.157322
1537068 3.154753
1537958 3.094665
1538848 3.164204
1539738 3.118048
1540628 3.162706
1541518 3.124465
1542408 3.115354
1543298 3.178427
1544188 3.134059
1545078 3.154245
1545968 3.188557
1546858 3.183421
1547748 3.171904
1548638 3.133340
1549528 3.204420
1550418 3.182031
1551308 3.138581
1552198 3.155050
1553088 3.148324
1553978 3.176645
1554868 3.156309
1555758 3.185230
1556648 3.184138
1557538 3.133490
1558428 3.161461
1559318 3.178127
1560208 3.131788
1561098 3.221205
1561988 3.190396
1562878 3.197743
1563768 3.147191
1564658 3.163077
1565548 3.163267
1566438 3.165821
1567328 3.175978
1568218 3.172798
1569108 3.190029
1569998 3.137163
1570888 3.134508
1571778 3.167707
1572668 3.179394
1573558 3.203048
1574448 3.189755
1575338 3.168767
1576228 3.253992
1577118 3.183120
1578008 3.190969
1578898 3.184080
1579788 3.176345
1580678 3.191613
1581568 3.232013
1582458 3.219651
1583348 3.198479
1584238 3.199544
1585128 3.206263
1586018 3.197192
1586908 3.200717
1587709 3.224428
1588688 3.225866
1589578 3.213759
1590468 3.200598
1591358 3.173478
1592248 3.241607
1593138 3.190572
1594028 3.151801
1594918 3.237702
1595808 3.212161
1596698 3.216464
1597588 3.191244
1598478 3.214030
1599368 3.210490
1600258 3.188828
1601148 3.259091
1602038 3.210114
1602928 3.211352
1603818 3.200365
1604708 3.197930
1605598 3.215826
1606488 3.201184
1607378 3.201814
1608268 3.223551
1609158 3.219912
1610048 3.236326
1610938 3.202972
1611828 3.233201
1612718 3.252476
1613608 3.238543
1614498 3.237807
1615388 3.220366
1616278 3.202062
1618058 3.226319
1618948 3.213798
1619838 3.167832
1620728 3.168048
1621618 3.199470
1622508 3.242208
1623398 3.272380
1624288 3.231680
1625178 3.216353
1626068 3.247099
1626958 3.174122
1627848 3.233634
1628738 3.260512
1629628 3.205153
1630518 3.206084
1631408 3.247495
1632298 3.173273
1633188 3.211166
1634078 3.235878
1634968 3.271828
1635858 3.254188
1636748 3.171907
1637638 3.251242
1638528 3.219338
1639418 3.249697
1640308 3.250485
1641198 3.218196
1642088 3.235285
1642978 3.230295
1643868 3.225372
1644758 3.248269
1645648 3.253107
1646538 3.249987
1647428 3.182439
1648318 3.266529
1649208 3.251356
1650988 3.253015
1651878 3.263226
1652768 3.300290
1653658 3.266840
1654548 3.277631
1655438 3.273451
1656328 3.288217
1657218 3.251990
1658108 3.301534
1658998 3.292122
1659888 3.269508
1660778 3.261368
1661668 3.256378
1662558 3.227888
1663448 3.281143
1664338 3.265751
1665228 3.270652
1666118 3.285068
1667008 3.255573
1667898 3.279113
1668788 3.295639
1669678 3.279192
1671458 3.303467
1672348 3.286363
1673238 3.259411
1674128 3.290445
1675018 3.298312
1675908 3.235976
1676798 3.259360
1677688 3.275816
1678578 3.288342
1679468 3.304301
1680358 3.293206
1681248 3.265151
1682138 3.263381
1683028 3.235927
1683918 3.271068
1684808 3.270453
1685698 3.292151
1686588 3.278883
1687478 3.273600
1688368 3.285448
1689258 3.292292
1690148 3.285158
1691038 3.273042
1691928 3.277556
1692818 3.261552
1693708 3.268838
1694598 3.294122
1695488 3.299319
1696378 3.288813
1697268 3.292507
1698158 3.289802
1699048 3.304671
1699938 3.298368
1700828 3.296217
1701718 3.277131
1703498 3.309976
1704388 3.330050
1705278 3.228811
1706168 3.272901
1707058 3.293166
1707948 3.333034
1708838 3.251074
1709728 3.307204
1710618 3.297150
1711508 3.311473
1712398 3.315334
1713288 3.306957
1714178 3.338244
1715068 3.334242
1715958 3.304688
1716848 3.299232
1717738 3.335488
1718628 3.316481
1719518 3.300777
1720408 3.340843
1721298 3.275398
1722188 3.295032
1723078 3.299749
1723968 3.275106
1724858 3.335207
1725748 3.297195
1726638 3.270966
1727528 3.296810
1728418 3.299829
1729308 3.332448
1730198 3.309695
1731088 3.297800
1731978 3.312233
1732868 3.283660
1733758 3.323393
1734648 3.343347
1735538 3.263491
1736428 3.308011
1737318 3.323276
1738208 3.320564
1739098 3.305102
1739988 3.324122
1740878 3.307005
1741768 3.312312
1742658 3.311323
1743548 3.342179
1744438 3.312895
1745328 3.322207
1746218 3.298956
1747108 3.316744
1747998 3.299535
1748888 3.338845
1749778 3.303027
1750668 3.293611
1751558 3.351191
1752448 3.321474
1753338 3.318164
1754228 3.324868
1755118 3.315678
1756008 3.313113
1756898 3.322223
1757788 3.337464
1758678 3.307829
1759568 3.302629
1760458 3.313885
1761348 3.290045
1762238 3.351804
1763128 3.337079
1764018 3.341255
1764908 3.339324
1765798 3.319674
1766688 3.365055
1767578 3.325884
1768468 3.342697
1769358 3.368776
1770248 3.369347
1771138 3.349053
1772028 3.369923
1772918 3.339282
1773808 3.317490
1774698 3.364072
1775588 3.340281
1776478 3.366055
1777368 3.400454
1779148 3.348318
1780038 3.359930
1780928 3.341291
1781818 3.357405
1782708 3.356987
1783598 3.370138
1784488 3.364635
1785378 3.327836
1786179 3.332966
1787158 3.305568
1788048 3.333654
1788938 3.350942
1789828 3.356380
1790718 3.380687
1791608 3.381532
1792498 3.358078
1793388 3.357155
1794278 3.375347
1795168 3.337329
1796058 3.354482
1796948 3.353924
1797749 3.349482
1798728 3.363660
1799618 3.365920
1800508 3.339149
1801398 3.386007
1802288 3.382451
1803178 3.308169
1804068 3.350942
1804958 3.325096
1805848 3.378556
1806738 3.353912
1807628 3.368295
1808518 3.344433
1809408 3.346503
1810298 3.386460
1811188 3.396146
1812078 3.345782
1812968 3.355451
1813858 3.392175
1814748 3.361804
1815638 3.374426
1816528 3.407585
1817418 3.360022
1818308 3.386127
1819198 3.366540
1820088 3.358330
1820978 3.412395
1821868 3.384223
1822758 3.366637
1823648 3.383695
1824538 3.358518
1825428 3.386988
1826318 3.350628
1827208 3.398270
1828098 3.366845
1828988 3.384381
1829878 3.375073
1830768 3.363536
1831658 3.402132
1832548 3.398593
1833438 3.382496
1834328 3.418969
1835218 3.378286
1836108 3.366970
1836998 3.398382
1837888 3.388930
1838778 3.402275
1839668 3.394369
1840558 3.385161
1841448 3.441561
1842338 3.392504
1843228 3.414471
1844118 3.400613
1845008 3.359280
1845898 3.348553
1846788 3.400189
1847678 3.402163
1848568 3.385934
1849458 3.404737
1850348 3.359822
1851238 3.381921
1852128 3.370767
1853018 3.379549
1853908 3.376413
1854798 3.387556
1855688 3.398277
1856578 3.409711
1857468 3.426388
1858358 3.393981
1859248 3.413929
1860138 3.418798
1861028 3.394863
1861918 3.428478
1862808 3.384495
1863698 3.445053
1864588 3.447933
1865478 3.384958
1866368 3.412140
1867258 3.420625
1868148 3.420588
1869038 3.432318
1869928 3.411465
1870818 3.421782
1871708 3.406144
1872598 3.426416
1873488 3.407269
1874378 3.418894
1875268 3.419756
1876158 3.409106
1877048 3.427015
1877938 3.418962
1878828 3.393673
1879718 3.422786
1880608 3.408384
1881498 3.441346
1882388 3.392091
1883278 3.447291
1884168 3.399300
1885058 3.409209
1885948 3.397524
1886838 3.410894
1887728 3.401793
1888618 3.452815
1889508 3.426277
1890398 3.432895
1891288 3.398538
1892178 3.344342
1893068 3.418954
1893958 3.413883
1894848 3.454702
1895738 3.416749
1896628 3.417568
1897518 3.440910
1898408 3.436018
1899298 3.423868
1900188 3.428841
1901078 3.418079
1901968 3.394169
1902858 3.436354
1903748 3.435059
1904638 3.447354
1905528 3.404097
1906418 3.405099
1907308 3.402263
1908198 3.431402
1909088 3.465745
1909978 3.437389
1910868 3.418068
1911758 3.445665
1912648 3.440508
1913538 3.418247
1914428 3.446012
1915318 3.449557
1916208 3.468379
1917098 3.429275
1917988 3.443696
1918878 3.454189
1919768 3.455970
1920658 3.418804
1921548 3.433616
1922438 3.449294
1923328 3.437716
1924218 3.434721
1925108 3.428708
1925998 3.450334
1926888 3.491338
1927778 3.435865
1928668 3.494128
1929558 3.424736
1930448 3.435698
1931338 3.438122
1932228 3.440590
1933118 3.476351
1934008 3.442629
1934898 3.453606
1935788 3.455842
1936678 3.447351
1937568 3.444913
1938458 3.454039
1939348 3.449347
1940238 3.451707
1941128 3.475477
1942018 3.470279
1942908 3.416824
1943798 3.473921
1944688 3.466157
1945578 3.461178
1946468 3.461939
1947358 3.449115
1948248 3.461735
1949138 3.461428
1950028 3.434169
1950918 3.472201
1951808 3.473455
1952698 3.462685
1953588 3.468301
1954478 3.496516
1955368 3.445290
1956258 3.420613
1957148 3.455305
1958928 3.434591
1959818 3.462050
1960708 3.455180
1961598 3.471073
1962488 3.451504
1963378 3.443829
1964268 3.476528
1965158 3.473548
1966048 3.463081
1966938 3.465813
1968718 3.449925
1969608 3.469759
1970498 3.460400
1971388 3.469194
1972278 3.473979
1973168 3.481336
1974058 3.452508
1974948 3.426668
1975838 3.447015
1976728 3.483240
1977618 3.461163
1978508 3.441119
1979398 3.487780
1980288 3.483665
1981178 3.463168
1982068 3.453825
1982958 3.487571
1983848 3.463327
1984738 3.465113
1985628 3.472479
1986518 3.458446
1987408 3.476666
1988209 3.503908
1989188 3.478339
1990078 3.456913
1990968 3.488781
1991858 3.464635
1992748 3.490164
1993638 3.504749
1994528 3.427066
1995418 3.503772
1996308 3.461724
1997198 3.501382
1998088 3.486824
1998978 3.523881
1999868 3.487571
2000758 3.437259
2001648 3.473749
2002538 3.489574
2003428 3.495205
2004318 3.491633
2005208 3.490666
2006988 3.494485
2007878 3.497860
2008768 3.455858
2009658 3.476076
2010548 3.490078
2011438 3.490437
2012328 3.493080
2013218 3.476115
2014019 3.488118
2014998 3.494965
2015888 3.494694
2016778 3.513257
2017668 3.478519
2018558 3.475319
2019448 3.469393
2020338 3.466850
2021228 3.498121
2022029 3.494151
2023008 3.515924
2023898 3.488956
2024788 3.507395
2025678 3.515401
2026568 3.448096
2027458 3.522500
2028348 3.513418
2029238 3.473766
2030128 3.518057
2031018 3.488124
2031908 3.512475
2032798 3.532960
2033688 3.459181
2034578 3.493526
2035468 3.512546
2036358 3.488235
2037248 3.471575
2038138 3.503033
2039028 3.497163
2039918 3.504741
2040808 3.510387
2041698 3.520015
2042588 3.499962
2043478 3.537188
2044368 3.508816
2046148 3.476800
2047038 3.533336
2047928 3.496784
2048818 3.510193
2049708 3.485816
2050598 3.514162
2051488 3.481983
2052378 3.465167
2053268 3.482756
2054158 3.552053
2055048 3.530342
2055938 3.491045
2056828 3.513731
2057718 3.523275
2058608 3.498561
2059498 3.519474
2060388 3.540512
2061278 3.523445
2062168 3.504819
2063058 3.540588
2063948 3.530468
2064838 3.513435
2065728 3.508838
2066618 3.494057
2067508 3.533168
2068398 3.516360
2070178 3.542246
2071068 3.504897
2071958 3.497832
2072848 3.535079
2073738 3.500191
2074628 3.514030
2075518 3.559152
2076408 3.524972
2077298 3.535346
2078188 3.503852
2079078 3.503895
2079968 3.531771
2080858 3.559819
2081748 3.532145
2082638 3.530004
2083528 3.542202
2084418 3.505463
2085308 3.549527
2086198 3.556689
2087088 3.533227
2087978 3.518789
2088868 3.527097
2089758 3.538609
2090648 3.495692
2091538 3.528835
2092428 3.546633
2093318 3.544144
2094208 3.515148
2095098 3.555260
2095988 3.565383
2096878 3.566698
2097768 3.541468
2098658 3.568904
2099548 3.563055
2100438 3.533249
2102218 3.563140
2103108 3.508872
2103998 3.555952
2104888 3.581662
2105778 3.561029
2106668 3.550040
2107558 3.536539
2108448 3.525526
2109338 3.522723
2110228 3.476007
2111118 3.539590
2112008 3.542185
2112898 3.547006
2113788 3.556737
2114678 3.548836
2115479 3.558373
2116458 3.557770
2117348 3.536422
2118238 3.560463
2119128 3.541139
2120018 3.561170
2120908 3.566359
2121798 3.518768
2122688 3.554681
2123578 3.551294
2124468 3.562420
2125358 3.557195
2126248 3.558990
2127138 3.558007
2128028 3.562582
2128918 3.506823
2129808 3.528153
2130698 3.521031
2131588 3.575926
2132478 3.594506
2133368 3.584607
2134258 3.539308
2135148 3.561808
2136038 3.559128
2136928 3.574547
2137818 3.553667
2138708 3.562898
2139598 3.553077
2140488 3.552979
2141378 3.549827
2142268 3.537351
2143158 3.587942
2144048 3.567584
2144938 3.558703
2145828 3.589395
2146718 3.580511
2147608 3.548550
2148498 3.502499
2149388 3.541490
2150278 3.582961
2151168 3.560702
2152058 3.589231
2152948 3.565803
2153838 3.608136
2154728 3.560231
2155618 3.598374
2156508 3.550102
2157398 3.542974
2158288 3.560506
2159178 3.598449
2160068 3.567562
2160958 3.554934
2161848 3.587053
2162738 3.572347
2163628 3.565770
2164518 3.538047
2165408 3.602372
2166298 3.569195
2167188 3.574845
2168078 3.570731
2168968 3.533286
2169858 3.580451
2170748 3.598303
2171638 3.578599
2172528 3.560951
2173418 3.574588
2174308 3.567923
2175198 3.577217
2176088 3.605414
2176978 3.582069
2177868 3.591602
2178669 3.587498
2179648 3.563617
2180538 3.576156
2181428 3.542967
2182318 3.570458
2183208 3.605118
2184009 3.592603
2184988 3.572694
2185878 3.579471
2186768 3.558051
2187658 3.594999
2188548 3.591363
2189438 3.590677
2190328 3.566615
2191218 3.571373
2192108 3.613753
2192998 3.576466
2193888 3.574653
2194778 3.586563
2195668 3.631932
2196558 3.537553
2197448 3.594002
2198338 3.580178
2199228 3.544126
2200118 3.619246
2201008 3.580263
2201898 3.592654
2202788 3.599421
2203678 3.578991
2204568 3.603916
2205458 3.549678
2206348 3.588400
2207238 3.602091
2208128 3.613850
2209018 3.569203
2209908 3.599436
2210798 3.602367
2211688 3.576008
2212578 3.625362
2213468 3.599449
2214358 3.581474
2215248 3.590450
2216138 3.616936
2217028 3.588137
2217918 3.613708
2218808 3.600248
2219698 3.617949
2220588 3.597638
2221478 3.592425
2222368 3.605952
2223258 3.632393
2224148 3.621968
2225038 3.563016
2225928 3.617815
2226818 3.587054
2227708 3.603657
2228598 3.616633
2229488 3.559248
2230378 3.620708
2231268 3.596365
2232158 3.615940
2233048 3.623229
2233938 3.590732
2234828 3.614289
2235718 3.596313
2236608 3.624132
2237498 3.588515
2239278 3.601288
2240168 3.585076
2241058 3.586272
2241948 3.630558
2242838 3.657132
2243728 3.604213
2244618 3.628970
2245508 3.634474
2246398 3.618480
2247288 3.599826
2248178 3.602538
2249068 3.576873
2249958 3.618177
2250848 3.590741
2251738 3.596021
2252628 3.632514
2253518 3.625131
2254408 3.631938
2255298 3.593308
2256188 3.634202
2257078 3.610474
2258858 3.609343
2259748 3.581440
2260638 3.629106
2261528 3.619687
2262418 3.671204
2263308 3.579065
2264198 3.608732
2265088 3.645655
2265978 3.607008
2266868 3.607937
2267758 3.604097
2268648 3.643641
2270428 3.604357
2271318 3.647515
2272208 3.620896
2273098 3.635045
2273988 3.633341
2274878 3.633689
2275768 3.623231
2276658 3.597555
2277548 3.653048
2278438 3.604117
2279328 3.608945
2281108 3.601822
2281998 3.599730
2282888 3.601813
2283778 3.639121
2284668 3.619094
2285558 3.609446
2286448 3.591243
2287338 3.658214
2288228 3.597964
2289118 3.640582
2290008 3.606986
2290898 3.618022
2291788 3.646222
2292678 3.645989
2293568 3.660205
2294458 3.573253
2295348 3.575639
2296238 3.648913
2297128 3.637733
2298018 3.654299
2298908 3.644126
2299798 3.638433
2300688 3.630179
2301578 3.610364
2302468 3.646656
2303358 3.626175
2304248 3.604828
2305138 3.649502
2306028 3.632868
2306918 3.631965
2307808 3.598127
2308698 3.650670
2309588 3.594763
2310478 3.651298
2311368 3.630273
2312258 3.625729
2313148 3.661309
2314038 3.626898
2314928 3.632020
2315818 3.637799
2316708 3.639100
2317598 3.666482
2318488 3.640992
2319378 3.653430
2320268 3.624611
2321158 3.669703
2322048 3.652944
2322938 3.641874
2323828 3.633397
2324718 3.611877
2325608 3.641843
2326498 3.650070
2327388 3.661908
2328278 3.634721
2329168 3.656241
2330058 3.646840
2330948 3.652804
2331838 3.661666
2332728 3.632528
2333618 3.657892
2334508 3.658611
2335398 3.687075
2336199 3.620845
2337178 3.653172
2338068 3.645374
2338869 3.633046
2339848 3.592020
2340738 3.656626
2341628 3.650213
2342518 3.644822
2343408 3.647197
2344298 3.688089
2345188 3.594381
2346078 3.628006
2346968 3.636267
2347858 3.641168
2348748 3.681283
2349638 3.629879
2350528 3.634944
2351418 3.680875
2352308 3.644803
2353198 3.665332
2354088 3.652539
2354978 3.627102
2355868 3.650971
2356758 3.649119
2357648 3.645190
2358538 3.603269
2359428 3.638027
2360318 3.659754
2361208 3.672830
2362098 3.683866
2362988 3.653346
2363878 3.622837
2364768 3.591082
2365658 3.685855
2366548 3.673924
2367438 3.641043
2368328 3.666838
2369218 3.683729
2370108 3.662287
2370998 3.664625
2371888 3.638190
2372778 3.677846
2373668 3.659462
2374558 3.666207
2375448 3.659056
2377228 3.687854
2378118 3.645319
2379008 3.702289
2379898 3.661061
2380788 3.636011
2381678 3.690480
2382568 3.635560
2383458 3.684587
2385238 3.640994
2386128 3.698329
2387018 3.743527
2387908 3.667310
2388798 3.661294
2389688 3.670105
2390578 3.699112
2391468 3.697818
2392358 3.672557
2393248 3.685335
2394138 3.675104
2395028 3.652585
2395918 3.691816
2396808 3.671932
2397698 3.680440
2398588 3.631827
2399478 3.652389
2400368 3.674094
2401258 3.664104
2402148 3.683238
2403038 3.679922
2403928 3.629417
2404818 3.671461
2405708 3.644369
2406598 3.694470
2407488 3.638376
2409268 3.633972
2410158 3.645075
2411048 3.714565
2411938 3.684180
2412828 3.671725
2413718 3.671938
2414608 3.695902
2415498 3.674721
2416388 3.655799
2417278 3.698861
2418168 3.691258
2419058 3.689196
2419948 3.675865
2420838 3.710164
2421728 3.666985
2422440 3.696409
2423508 3.694516
2424398 3.669215
2425288 3.673428
2426178 3.667582
2426979 3.678779
2427958 3.658144
2428848 3.660050
2429738 3.688490
2430628 3.703234
2431518 3.676988
2432408 3.688313
2433298 3.696669
2434188 3.685075
2435078 3.642764
2435968 3.707446
2436858 3.688342
2437748 3.665407
2438638 3.746460
2439528 3.661263
2440418 3.688543
2441308 3.687891
2442198 3.713548
2443088 3.689230
2443978 3.666174
2444868 3.682783
2445758 3.676038
2446648 3.688937
2447538 3.715887
2448428 3.669168
2449318 3.710384
2450208 3.672568
2451098 3.666611
2451988 3.679096
2452878 3.712599
2453768 3.664277
2454658 3.658667
2455548 3.672475
2456438 3.698632
2457328 3.683369
2458218 3.729963
2459108 3.695637
2459998 3.682601
2460888 3.682729
2461778 3.698736
2462668 3.663799
2463558 3.705887
2464448 3.712178
2465249 3.666284
2466228 3.703913
2467118 3.696077
2468008 3.680292
2468898 3.677893
2469788 3.680873
2470678 3.731260
2471568 3.690464
2472458 3.672809
2473259 3.728884
2474238 3.675892
2475128 3.735711
2476908 3.669479
2477798 3.696172
2478688 3.687995
2479578 3.713283
2480468 3.706911
2481358 3.713843
2482248 3.710641
2483138 3.734688
2484028 3.692090
2484918 3.665010
2485808 3.675906
2486698 3.727688
2487588 3.694756
2488478 3.732171
2489368 3.722718
2490258 3.724330
2491148 3.711479
2492038 3.659210
2492928 3.721685
2493818 3.678750
2494708 3.718115
2495598 3.719544
2496488 3.743278
2497378 3.682433
2498268 3.690926
2499158 3.715717
2500048 3.719975
2500938 3.731686
2501828 3.706016
2502718 3.731594
2503608 3.656548
2504498 3.705242
2505388 3.686759
2506278 3.688518
2507168 3.716393
2508058 3.702362
2508948 3.734065
2509838 3.734681
2510728 3.697938
2511618 3.712916
2512508 3.705115
2513398 3.726764
2514288 3.717579
2515178 3.723573
2516068 3.709770
2516958 3.702595
2517848 3.701335
2518738 3.744713
2519628 3.699429
2520518 3.693300
2521408 3.722068
2522298 3.750638
2523188 3.736859
2524078 3.713327
2524968 3.709484
2525858 3.719737
2526748 3.717665
2527638 3.741939
2528528 3.699373
2529418 3.683829
2530308 3.723814
2531198 3.740895
2532088 3.747490
2532978 3.724066
2533868 3.730675
2534758 3.725081
2535648 3.723288
2536538 3.713890
2537428 3.741714
2538318 3.743271
2539208 3.705353
2540098 3.700220
2540988 3.742312
2541878 3.707288
2542768 3.747945
2543658 3.728302
2544548 3.723292
2545349 3.725685
2546328 3.688945
2547218 3.744820
2548108 3.697845
2548998 3.715714
2549888 3.752249
2550778 3.697871
2551668 3.733487
2552558 3.715022
2553448 3.716687
2554338 3.697607
2555228 3.699732
2556118 3.673305
2557008 3.724551
2557898 3.724941
2558788 3.738738
2559678 3.739447
2560568 3.702907
2562348 3.723240
2563238 3.722025
2564128 3.727551
2565018 3.719417
2565908 3.699118
2566798 3.719378
2567688 3.701408
2568578 3.708617
2569468 3.738173
2570358 3.724616
2571248 3.754132
2572138 3.745512
2573028 3.707182
2573918 3.776943
2574808 3.905918
2575698 3.736119
2576588 3.723675
2577478 3.696740
2578368 3.642078
2579258 3.708599
2580148 3.699696
2581928 3.720082
2582818 3.686483
2583708 3.741558
2584598 3.714352
2585488 3.745292
2586378 3.746553
2587268 3.745812
2588158 3.712237
2589048 3.707191
2589938 3.703651
2590828 3.709696
2591718 3.728063
2592608 3.742767
2593498 3.724710
2594388 3.726510
2595278 3.745752
2596168 3.737557
2597058 3.706401
2597948 3.721196
2598838 3.686393
2599728 3.741719
2600618 3.743315
2601508 3.719783
2602398 3.723806
2603288 3.702206
2604178 3.738697
2605068 3.731853
2605958 3.751542
2606848 3.720054
2607738 3.750633
2608628 3.719567
2609518 3.761792
2610408 3.782047
2611298 3.723938
2612188 3.717243
2613078 3.740718
2613968 3.721049
2614858 3.737451
2615659 3.738897
2616638 3.722048
2617528 3.710154
2618418 3.736680
2620198 3.757470
2621088 3.780660
2621978 3.747532
2622868 3.714644
2623758 3.722218
2624648 3.756166
2625538 3.754979
2626428 3.700502
2627318 3.748759
2628208 3.747956
2629098 3.727985
2629988 3.734959
2630878 3.738780
2631768 3.766847
2632658 3.720621
2633548 3.738663
2634438 3.757047
2635328 3.741100
2636218 3.772029
2637108 3.764173
2637998 3.718126
2638888 3.738847
2639778 3.722031
2640668 3.741758
2641558 3.742049
2642448 3.748977
2643338 3.746550
2644228 3.754016
2646008 3.745262
2646898 3.762098
2647788 3.717168
2648678 3.789681
2649568 3.747497
2650458 3.774884
2651348 3.705846
2652238 3.734747
2653128 3.741278
2654018 3.759956
2654908 3.794310
2655798 3.771956
2656688 3.786025
2657578 3.751574
2658468 3.764749
2659358 3.764869
2660248 3.773621
2661138 3.780276
2662028 3.735250
2662918 3.758432
2663808 3.746749
2664698 3.755984
2665588 3.788591
2666478 3.781429
2667368 3.766881
2668258 3.742658
2669148 3.760354
2670038 3.767064
2670928 3.731934
2671818 3.767060
2672708 3.739611
2673598 3.761031
2674488 3.747698
2676268 3.776339
2677158 3.763743
2678048 3.715222
2678938 3.765598
2679828 3.766639
2680629 3.714552
2681608 3.774896
2682498 3.775050
2683388 3.748439
2684189 3.769683
2685168 3.771270
2686058 3.743719
2686948 3.766949
2687838 3.759747
2688728 3.756160
2689618 3.773507
2690508 3.740899
2691398 3.785590
2692288 3.776904
2693178 3.748364
2694068 3.784504
2694869 3.765587
2695848 3.759897
2696738 3.790968
2697628 3.782372
2698518 3.767496
2699408 3.733602
2700298 3.778874
2701188 3.752349
2702078 3.751653
2702968 3.733742
2703858 3.761614
2704748 3.782750
2705638 3.757538
2706528 3.799834
2707329 3.790011
2708308 3.732052
2709198 3.766578
2710088 3.787296
2710978 3.791718
2711868 3.771800
2712758 3.757337
2713648 3.802752
2714538 3.800706
2715428 3.762168
2716318 3.787718
2717208 3.782236
2718098 3.759993
2718988 3.763979
2719878 3.765069
2720679 3.753190
2721658 3.779741
2722548 3.822418
2723438 3.792628
2724328 3.739506
2725218 3.760852
2726108 3.796641
2726909 3.782844
2727888 3.823584
2728778 3.780940
2729668 3.739126
2730558 3.767685
2731448 3.772216
2732338 3.783987
2733228 3.759181
2734118 3.761907
2735008 3.794020
2735898 3.768840
2736788 3.732820
2737678 3.779247
2738568 3.796323
2739458 3.758449
2740348 3.790024
2741238 3.819504
2742128 3.769453
2743018 3.751219
2743908 3.796132
2744798 3.764657
2745688 3.765751
2746578 3.783406
2747468 3.775119
2748358 3.809279
2749248 3.784771
2750138 3.786438
2751028 3.828946
2751918 3.769760
2752808 3.799163
2754588 3.819700
2755478 3.769929
2756368 3.759023
2757258 3.791653
2758148 3.758004
2759928 3.757990
2760818 3.789480
2761708 3.772795
2762598 3.788453
2763488 3.753931
2764378 3.829269
2765268 3.808486
2766158 3.794910
2767048 3.768840
2767938 3.766042
2768828 3.772172
2769718 3.806604
2770608 3.812746
2771498 3.791798
2772388 3.812470
2773278 3.809454
2774168 3.804774
2775058 3.795358
2775948 3.810712
2776838 3.812057
2777728 3.765793
2778618 3.826092
2779508 3.801099
2780398 3.782440
2781288 3.757268
2782178 3.791718
2782979 3.788733
2783958 3.816395
2784848 3.794939
2785738 3.820071
2786628 3.764198
2787518 3.781182
2788408 3.808447
2789298 3.806520
2790188 3.782088
2791078 3.841620
2791968 3.805240
2792858 3.786098
2793748 3.744688
2794638 3.794017
2795528 3.792839
2796418 3.807956
2797308 3.789957
2798198 3.805992
2799088 3.785733
2799978 3.817248
2800868 3.780901
2801758 3.811897
2802648 3.775837
2803538 3.796638
2805318 3.787193
2806208 3.786901
2807098 3.810650
2807988 3.797691
2808878 3.808002
2809768 3.801023
2810658 3.800630
2811548 3.842060
2812438 3.826074
2813328 3.812875
2814218 3.796746
2815108 3.817844
2815998 3.845199
2816888 3.828531
2817778 3.804341
2818668 3.800325
2819558 3.786512
2820448 3.791598
2821338 3.806970
2822228 3.789378
2823118 3.814210
2824008 3.793688
2824898 3.797289
2825788 3.837435
2826678 3.809674
2827568 3.809027
2828458 3.844258
2829348 3.852802
2830238 3.806567
2831128 3.780996
2832018 3.822672
2832908 3.813107
2833798 3.819046
2834688 3.826666
2835578 3.830073
2836468 3.789805
2838248 3.808186
2839138 3.826288
2840028 3.928635
2840918 3.756710
2841808 3.773298
2842698 3.820823
2843588 3.765095
2844478 3.866400
2845368 3.843492
2846258 3.805456
2847148 3.817027
2848928 3.785718
2849818 3.788910
2850708 3.821657
2851598 3.816253
2852488 3.772171
2853378 3.784494
2854268 3.825014
2855158 3.823590
2856048 3.765679
2856938 3.823220
2857828 3.810423
2858718 3.765968
2859608 3.797639
2860409 3.801030
2861388 3.831674
2862278 3.787090
2863168 3.814802
2864058 3.829390
2864948 3.797122
2865838 3.812559
2866728 3.851300
2867618 3.832888
2869398 3.830265
2870288 3.817472
2871178 3.821262
2872958 3.797291
2873848 3.802322
2874738 3.809606
2875628 3.796999
2876518 3.822624
2877408 3.799664
2878298 3.821835
2879188 3.819351
2880078 3.828724
2880968 3.768586
2881858 3.814456
