code difference 
1200648 2.717176
1201538 2.738863
1202428 2.730680
1203318 2.779983
1204208 2.747285
1205098 2.748609
1205988 2.730340
1206878 2.750716
1207768 2.724339
1208658 2.750549
1210438 2.745513
1211328 2.743614
1212218 2.748030
1213108 2.743415
1213998 2.744210
1214888 2.723679
1215778 2.750718
1216668 2.755321
1217558 2.730114
1218448 2.754254
1219338 2.778137
1220228 2.759877
1221118 2.740373
1222008 2.756340
1222898 2.771852
1223788 2.790924
1224678 2.784629
1225568 2.760501
1226458 2.788350
1227348 2.808711
1228238 2.773163
1229128 2.773296
1230018 2.752838
1230908 2.763159
1231798 2.773087
1232688 2.759657
1233578 2.796767
1234468 2.761506
1235358 2.782124
1236248 2.769421
1237138 2.781809
1238028 2.793573
1238918 2.768222
1239808 2.798229
1240698 2.803386
1241588 2.770236
1243368 2.785355
1244258 2.805799
1245148 2.822241
1246038 2.817508
1246928 2.765812
1247818 2.757221
1248708 2.805850
1249598 2.811791
1250488 2.802627
1251378 2.807469
1252268 2.806569
1253158 2.800485
1254048 2.808601
1254938 2.805835
1255828 2.818529
1256718 2.821411
1257608 2.800734
1258498 2.815608
1259388 2.828135
1260278 2.833264
1261168 2.828236
1262058 2.819780
1262948 2.809026
1263838 2.815346
1264728 2.819595
1265618 2.837683
1266508 2.803079
1267398 2.806500
1268288 2.807612
1269178 2.833074
1270068 2.825981
1270958 2.814116
1271848 2.813215
1272738 2.829531
1273628 2.841522
1274518 2.838441
1275408 2.828842
1276298 2.811530
1277188 2.841092
1278078 2.825425
1278968 2.852724
1279858 2.858748
1280748 2.853084
1281638 2.826617
1282528 2.839927
1283418 2.770482
1284308 2.829005
1285198 2.828490
1286088 2.859373
1286978 2.845030
1287868 2.866292
1288758 2.851326
1289648 2.838750
1290538 2.883375
1291428 2.858052
1292318 2.869141
1293208 2.854339
1294098 2.845635
1294988 2.865987
1295878 2.827569
1296768 2.865419
1297658 2.897144
1298548 2.862146
1299438 2.876611
1300328 2.864842
1301218 2.861264
1302108 2.904937
1302998 2.863182
1303888 2.858494
1304778 2.887013
1305668 2.896893
1306558 2.871712
1307448 2.864145
1308338 2.886384
1309228 2.904002
1310118 2.835252
1311008 2.904212
1311898 2.885702
1312788 2.890224
1313678 2.881911
1314568 2.879183
1315458 2.922002
1316348 2.896059
1317238 2.889784
1318128 2.893810
1319018 2.912082
1319908 2.899472
1320798 2.886625
1321688 2.915126
1322578 2.894804
1323468 2.918397
1324358 2.870104
1325248 2.909685
1326138 2.894112
1327028 2.894011
1327918 2.901181
1328808 2.905553
1329698 2.910948
1331478 2.904551
1332368 2.935501
1333258 2.917211
1334148 2.916826
1335038 2.936357
1335928 2.920425
1336818 2.914872
1337708 2.905701
1338598 2.922042
1339488 2.941275
1340378 2.923066
1341268 2.929818
1342158 2.954357
1343048 2.932869
1344828 2.925246
1345718 2.929955
1346608 2.945629
1347498 2.951713
1348388 2.923697
1349278 2.932865
1350168 2.928180
1351058 2.926698
1351948 2.958200
1352838 2.932949
1353728 2.943706
1354618 2.934980
1355508 2.947015
1356398 2.985796
1357288 2.921700
1358178 2.937840
1359068 2.930655
1359958 2.996903
1360848 3.029734
1361738 2.980230
1362628 2.950330
1363518 2.948921
1364408 2.902238
1365298 2.913895
1366188 2.969060
1367078 2.966175
1367968 2.934087
1368858 2.951013
1369748 2.967623
1370638 2.964362
1371528 2.942487
1372418 2.954370
1373308 3.003853
1374198 2.984138
1375088 2.980995
1375978 2.978514
1376868 2.985795
1377758 2.938821
1378648 2.971617
1379538 2.992757
1380428 2.988935
1381318 2.969203
1382208 2.994276
1383098 2.982015
1383988 2.980779
1384878 2.999378
1385768 3.020230
1386658 3.011424
1387548 2.960675
1388438 3.023528
1389328 3.028530
1390218 2.981180
1391108 2.981040
1391998 3.001624
1392888 3.008398
1393778 2.999227
1394668 3.012036
1395558 3.021010
1396448 3.010977
1397338 2.984518
1398228 2.979454
1399118 3.006280
1400008 3.003023
1400898 3.019157
1401788 3.041605
1402678 3.031190
1403568 3.016473
1404458 3.020825
1405348 3.021566
1406238 3.029994
1407128 3.016017
1408018 3.003106
1408908 3.012801
1409798 3.026021
1410688 3.021266
1411578 3.013855
1412468 3.018283
1413358 3.027736
1414248 3.030080
1415138 3.039122
1416028 3.029945
1416918 3.039536
1417808 3.014462
1418698 3.037461
1419588 3.032656
1420478 3.015224
1421368 3.028040
1422258 3.027168
1423148 3.000573
1424038 3.029186
1424928 3.033720
1425818 3.004183
1426708 3.026964
1427598 3.024643
1428488 3.057153
1429378 3.027864
1430268 3.046158
1431158 3.040057
1432048 3.042483
1432938 3.036844
1433828 3.030609
1434718 3.053079
1435608 3.024627
1436498 3.031817
1437388 3.042056
1438278 3.007420
1439168 3.057358
1440058 3.075171
1440948 3.034525
1441838 3.067691
1442728 3.059082
1443618 3.061866
1444508 3.071761
1445398 3.039868
1446288 3.051247
1447178 3.037514
1448068 3.062306
1448958 3.061943
1449848 3.086800
1450738 3.075749
1451628 3.008358
1452518 3.057079
1453408 3.044099
1454298 3.083248
1455188 3.083918
1456078 3.092999
1456968 3.094262
1457858 3.069666
1458748 3.079049
1459638 3.057873
1460528 3.093554
1461418 3.099216
1462308 3.090619
1463198 3.078662
1464088 3.075652
1464978 3.048941
1465868 3.061351
1466758 3.081874
1467648 3.063916
1468538 3.069142
1469428 3.073078
